cgpa,dsa,communication,ml,webdev,cloud,cybersecurity,projects,internships,career
9.45,10,5,10,3,10,5,0,0,ML Engineer
6.55,1,3,4,2,10,4,9,3,Cloud Engineer
7.75,7,1,3,2,7,4,2,2,Data Scientist
8.82,1,2,6,8,5,4,3,3,Data Scientist
7.76,3,6,5,2,8,7,7,2,Cloud Engineer
7.86,3,7,9,5,7,9,2,1,Cybersecurity Analyst
7.03,1,3,8,6,9,7,17,0,Cloud Engineer
6.53,7,7,6,9,2,4,10,2,Web Developer
9.23,10,9,6,1,8,6,19,4,Cloud Engineer
6.87,6,5,1,3,1,8,11,4,Cybersecurity Analyst
7.86,5,2,2,7,9,9,20,5,Cybersecurity Analyst
9.38,6,1,4,4,7,4,18,5,DevOps Engineer
8.42,4,9,5,3,6,10,18,1,Cybersecurity Analyst
8.2,6,10,3,10,8,1,1,2,Web Developer
7.71,5,1,4,2,4,1,8,0,Data Scientist
8.35,9,10,6,6,9,7,15,1,Cloud Engineer
5.12,3,1,9,8,2,6,19,2,Data Scientist
6.55,2,3,8,9,5,2,19,4,Data Scientist
6.14,8,7,10,5,9,6,9,2,ML Engineer
7.42,5,8,9,3,9,6,20,2,Cloud Engineer
5.48,9,1,9,2,1,5,3,1,ML Engineer
5.49,6,5,8,3,3,6,7,3,Data Scientist
5.84,2,6,3,8,5,3,20,1,Web Developer
7.18,3,1,1,4,7,7,8,0,DevOps Engineer
5.07,7,3,4,2,10,3,1,4,Cloud Engineer
6.54,3,9,6,2,9,3,14,4,Cloud Engineer
6.42,2,10,7,1,2,7,7,2,Data Scientist
5.01,8,7,3,2,8,10,5,1,Cybersecurity Analyst
9.04,8,3,10,10,9,2,5,2,ML Engineer
9.78,2,3,1,9,10,10,13,2,Cybersecurity Analyst
8.09,7,3,9,7,7,3,10,1,ML Engineer
9.79,6,1,7,4,10,10,20,3,Cybersecurity Analyst
8.51,8,9,3,8,10,8,11,1,Web Developer
5.31,3,5,10,2,10,4,11,4,Cloud Engineer
7.96,4,9,2,10,7,1,20,1,Web Developer
7.76,7,3,1,8,10,4,4,5,Cloud Engineer
9.18,3,3,7,1,5,2,17,4,Data Scientist
5.3,9,2,4,6,8,3,13,0,Cloud Engineer
6.58,10,6,2,1,10,10,19,1,Cybersecurity Analyst
7.5,6,7,9,2,8,9,2,4,Cybersecurity Analyst
9.23,4,3,9,8,4,8,5,3,Cybersecurity Analyst
7.61,2,9,5,8,8,3,9,4,Web Developer
5.34,8,8,10,9,6,2,3,0,ML Engineer
5.68,10,9,10,1,1,7,0,1,ML Engineer
6.69,9,10,10,7,7,9,7,1,ML Engineer
9.39,1,2,10,3,5,7,6,5,Data Scientist
6.9,6,4,3,7,1,7,16,5,Data Scientist
5.34,2,4,5,4,2,4,1,1,Data Scientist
6.84,1,2,2,3,5,9,2,0,Cybersecurity Analyst
8.82,3,2,4,8,3,9,15,1,Cybersecurity Analyst
7.97,9,5,1,2,8,1,20,2,Cloud Engineer
6.37,2,5,4,10,5,10,8,0,Cybersecurity Analyst
5.52,4,10,10,7,8,5,5,3,Cloud Engineer
6.85,1,9,7,10,9,1,10,4,Web Developer
6.75,3,3,9,6,7,5,3,0,Data Scientist
9.0,2,4,8,8,2,7,13,3,Data Scientist
7.12,9,2,10,4,4,10,8,0,ML Engineer
8.01,4,6,3,3,8,6,7,3,Cloud Engineer
6.27,1,3,3,2,1,8,7,1,Cybersecurity Analyst
8.94,9,8,5,2,8,7,2,1,Cloud Engineer
7.04,4,6,1,4,10,5,14,4,Cloud Engineer
9.73,8,8,4,1,3,2,3,0,Software Developer
9.87,1,9,9,10,7,8,2,5,Web Developer
7.02,9,9,5,2,4,1,11,2,Mobile App Developer
9.69,8,6,5,1,6,9,20,0,Cybersecurity Analyst
6.73,4,6,6,2,3,1,1,5,Data Scientist
9.49,10,9,3,7,1,6,8,3,Software Developer
9.05,8,4,4,5,4,3,4,0,Software Developer
8.22,4,9,2,6,5,8,4,1,Cybersecurity Analyst
8.61,6,3,5,3,6,9,3,5,Cybersecurity Analyst
6.5,7,1,8,8,7,2,1,0,ML Engineer
8.94,2,7,1,2,4,1,14,3,Data Scientist
8.54,10,6,8,10,9,10,0,3,ML Engineer
9.74,1,7,1,1,1,6,10,1,Data Scientist
9.67,8,1,3,3,1,7,8,5,Software Developer
6.87,10,5,6,1,8,3,17,1,Cloud Engineer
8.11,3,10,5,3,10,3,16,5,Cloud Engineer
6.22,8,4,2,9,3,3,3,3,Data Scientist
8.7,3,8,10,6,7,7,2,1,Data Scientist
9.81,9,3,3,8,2,3,20,0,Software Developer
5.49,6,5,10,8,5,10,8,2,Cybersecurity Analyst
6.47,9,1,2,1,8,5,9,5,Cloud Engineer
9.89,5,5,4,1,8,9,3,4,Cybersecurity Analyst
7.93,5,6,4,7,8,10,16,2,Cybersecurity Analyst
9.43,8,10,10,5,4,10,9,4,ML Engineer
8.77,3,10,5,2,9,3,12,1,Cloud Engineer
7.16,10,2,3,10,6,8,3,1,Cybersecurity Analyst
5.53,5,3,7,3,3,10,9,2,Cybersecurity Analyst
9.8,4,4,8,7,6,1,12,4,Data Scientist
7.24,8,10,5,5,6,6,5,3,Data Scientist
6.64,1,7,10,8,10,4,0,2,Web Developer
9.21,8,7,6,5,7,9,8,0,Cybersecurity Analyst
9.77,1,1,5,6,5,6,11,0,Data Scientist
7.14,5,8,8,5,2,10,20,1,Cybersecurity Analyst
7.6,8,8,1,10,5,10,2,1,Web Developer
8.48,8,10,9,1,6,3,14,3,ML Engineer
5.0,10,10,5,2,1,1,7,2,Data Scientist
7.73,8,6,7,7,9,6,8,1,Cloud Engineer
7.74,9,5,4,5,3,8,15,3,Cybersecurity Analyst
9.95,9,8,5,4,10,10,11,3,Cybersecurity Analyst
8.48,5,3,5,5,1,1,2,5,Data Scientist
9.11,2,8,6,5,1,8,12,0,Cybersecurity Analyst
5.95,4,1,3,9,5,5,18,2,Data Scientist
5.82,4,6,10,8,8,3,0,0,Web Developer
6.37,5,6,6,10,5,10,1,1,Web Developer
6.93,8,1,2,5,10,2,17,3,Cloud Engineer
7.49,10,4,7,9,7,1,1,3,Data Scientist
5.02,2,4,4,8,10,7,7,4,Cloud Engineer
6.55,10,10,6,1,3,2,5,1,Data Scientist
9.27,8,2,7,7,9,6,5,3,Cloud Engineer
5.47,9,8,1,8,8,3,6,3,Web Developer
7.14,7,3,7,3,7,7,17,3,DevOps Engineer
8.8,5,8,2,9,2,10,3,2,Web Developer
5.11,8,6,5,5,10,8,18,3,Cybersecurity Analyst
8.56,6,8,10,9,9,10,17,5,Web Developer
5.75,8,8,8,9,10,3,3,1,ML Engineer
9.75,3,10,8,2,10,2,9,2,Cloud Engineer
5.82,8,3,2,2,1,8,3,1,Cybersecurity Analyst
5.56,3,1,8,6,8,8,3,1,Cybersecurity Analyst
7.88,10,4,4,7,9,1,4,3,Cloud Engineer
9.65,7,2,6,10,7,9,20,4,Cybersecurity Analyst
9.22,2,5,7,5,9,1,4,3,Cloud Engineer
6.64,8,7,10,10,7,7,16,2,ML Engineer
8.38,5,10,3,8,5,5,11,0,Web Developer
7.79,1,3,5,6,8,8,16,0,Cybersecurity Analyst
5.33,10,8,5,1,7,9,9,5,Cybersecurity Analyst
9.45,10,1,2,2,8,3,1,3,Cloud Engineer
7.54,2,2,8,2,6,1,4,0,Data Scientist
8.06,2,8,4,10,9,4,13,2,Web Developer
8.69,5,3,10,7,1,4,14,0,Data Scientist
7.97,10,1,4,7,8,9,3,5,Cybersecurity Analyst
9.31,7,2,6,2,8,6,13,1,Cloud Engineer
9.13,4,1,8,1,10,1,9,3,Cloud Engineer
9.57,7,1,7,3,9,10,7,5,Cybersecurity Analyst
6.15,6,1,8,4,3,7,10,2,Data Scientist
5.14,9,7,7,2,9,6,14,5,Cloud Engineer
6.8,4,4,6,6,6,1,9,0,Data Scientist
6.34,5,1,3,10,2,4,10,4,Data Scientist
6.43,5,10,6,1,2,4,6,2,Data Scientist
5.56,10,7,1,8,5,10,16,4,Web Developer
9.9,9,7,3,6,8,5,18,5,Cloud Engineer
5.97,3,9,8,9,5,6,16,5,Web Developer
7.4,8,6,8,9,5,6,4,1,ML Engineer
8.89,1,1,10,10,8,3,9,2,Cloud Engineer
8.89,8,2,7,4,6,3,20,3,Software Developer
7.39,1,10,3,3,3,8,4,2,Cybersecurity Analyst
5.71,10,6,6,10,5,5,2,4,Web Developer
8.75,5,7,8,3,10,1,12,1,Cloud Engineer
8.6,9,6,7,6,7,1,12,3,Software Developer
6.82,4,2,3,3,10,9,7,5,Cybersecurity Analyst
6.97,2,1,1,7,7,1,6,0,Data Scientist
6.46,6,10,1,6,9,8,17,5,Cybersecurity Analyst
7.5,1,9,7,4,10,10,13,3,Cybersecurity Analyst
5.53,9,6,4,5,3,7,15,0,Data Scientist
7.16,7,8,7,4,2,8,13,4,Cybersecurity Analyst
5.26,3,6,4,3,5,6,11,5,Data Scientist
9.96,4,9,7,1,6,4,11,0,Mobile App Developer
8.68,6,6,5,8,2,8,5,5,Web Developer
6.28,2,6,3,3,6,4,4,2,Data Scientist
8.81,3,6,8,1,6,1,12,2,Data Scientist
6.22,8,7,5,7,6,6,3,4,Data Scientist
8.35,6,2,9,8,1,2,11,2,Data Scientist
5.46,2,8,1,8,4,6,3,2,Web Developer
5.8,2,2,4,2,3,2,14,0,Data Scientist
5.01,4,10,7,5,6,7,1,0,Data Scientist
7.94,8,3,4,10,4,6,7,0,Data Scientist
5.25,9,6,1,10,3,9,11,1,Web Developer
8.71,6,7,7,5,2,8,6,4,Cybersecurity Analyst
7.39,6,3,7,3,1,7,3,5,Data Scientist
6.78,9,6,9,2,2,9,18,0,ML Engineer
7.85,8,6,4,4,8,6,7,0,Cloud Engineer
5.61,6,1,8,7,7,4,15,1,DevOps Engineer
9.85,5,10,7,2,3,7,12,4,Mobile App Developer
5.24,2,5,4,9,7,1,8,4,DevOps Engineer
5.21,7,8,3,2,10,4,14,2,Cloud Engineer
5.73,1,6,7,9,4,1,7,0,Web Developer
5.5,1,2,4,5,5,2,7,5,Data Scientist
7.32,7,10,9,5,4,5,14,0,ML Engineer
6.1,9,1,7,3,2,1,5,4,Data Scientist
5.13,9,6,2,6,3,9,20,1,Cybersecurity Analyst
9.06,7,6,7,2,8,5,18,5,Cloud Engineer
8.42,1,9,10,3,4,8,20,0,Cybersecurity Analyst
8.56,1,8,6,6,2,5,0,4,Data Scientist
5.75,7,8,8,3,4,7,16,4,ML Engineer
6.7,1,4,4,8,8,5,15,3,Cloud Engineer
8.6,8,4,3,10,8,10,3,2,Cybersecurity Analyst
6.62,7,6,9,4,7,1,4,1,ML Engineer
9.29,10,7,10,4,10,4,11,5,ML Engineer
6.79,10,6,5,6,5,9,5,5,Cybersecurity Analyst
6.57,4,10,9,2,9,9,17,3,Cybersecurity Analyst
8.86,8,2,4,1,7,6,14,0,Software Developer
5.23,1,9,7,3,6,1,3,1,Data Scientist
5.04,2,6,5,6,10,4,8,3,Cloud Engineer
6.09,5,9,6,4,2,5,8,2,Data Scientist
9.36,4,10,1,4,5,3,16,5,Mobile App Developer
7.65,5,10,8,4,7,8,16,0,Cybersecurity Analyst
9.23,1,5,4,1,5,4,4,3,Data Scientist
8.65,1,1,3,4,6,2,20,1,Data Scientist
6.35,10,7,1,8,4,4,9,5,Web Developer
7.54,6,8,2,3,8,6,8,2,Cloud Engineer
5.31,2,2,4,4,7,3,5,5,Data Scientist
9.95,5,7,1,1,2,4,17,3,Data Scientist
8.88,2,7,9,5,6,8,14,2,Cybersecurity Analyst
8.06,10,2,2,2,6,9,15,2,Cybersecurity Analyst
9.32,2,1,3,10,1,1,7,1,Data Scientist
8.56,4,4,4,6,2,5,17,0,Data Scientist
7.03,9,9,4,1,9,8,7,2,Cybersecurity Analyst
6.92,10,4,1,8,9,9,2,0,Cybersecurity Analyst
9.38,5,1,7,10,2,5,10,1,Data Scientist
9.39,7,8,10,1,7,5,10,2,ML Engineer
6.65,1,5,9,6,6,7,18,2,Data Scientist
7.83,10,1,1,2,8,3,12,1,Cloud Engineer
5.42,1,10,5,7,8,10,14,3,Cybersecurity Analyst
6.88,4,5,5,1,4,2,19,4,Data Scientist
5.71,9,5,2,3,2,4,1,4,Data Scientist
8.73,8,4,1,10,1,4,15,1,Software Developer
7.54,2,3,8,9,2,2,6,0,Data Scientist
5.83,6,6,7,5,6,1,18,1,Data Scientist
5.94,1,9,2,2,10,1,3,5,Cloud Engineer
5.7,6,3,7,7,1,10,6,0,Cybersecurity Analyst
8.88,5,7,3,10,9,7,18,4,Web Developer
8.25,5,2,4,6,8,7,17,4,Cloud Engineer
7.55,5,4,7,4,6,9,10,3,Cybersecurity Analyst
7.36,2,1,1,2,4,9,17,2,Cybersecurity Analyst
8.02,2,6,9,9,1,8,15,4,Web Developer
9.14,6,9,2,8,7,9,17,5,Web Developer
7.45,6,2,1,5,1,6,18,0,Data Scientist
5.69,10,1,2,7,8,1,19,1,Cloud Engineer
7.38,9,9,1,7,5,10,14,1,Cybersecurity Analyst
5.68,7,6,6,7,8,1,13,3,Cloud Engineer
5.41,6,8,1,4,6,4,13,2,Mobile App Developer
7.98,8,2,9,10,9,2,4,2,ML Engineer
8.44,2,5,5,3,3,4,17,0,Data Scientist
9.6,6,3,5,5,8,4,0,3,Cloud Engineer
8.07,10,1,8,10,10,3,9,4,ML Engineer
8.71,1,8,10,4,7,4,7,0,Data Scientist
8.22,9,2,4,6,5,9,9,2,Cybersecurity Analyst
8.96,7,1,10,4,7,2,14,1,ML Engineer
7.83,10,5,6,3,10,4,11,5,Cloud Engineer
7.94,7,7,6,9,2,5,6,5,Web Developer
7.08,7,10,2,1,7,1,12,1,Mobile App Developer
6.51,1,3,3,4,5,8,16,1,Cybersecurity Analyst
8.78,8,5,4,6,7,5,12,4,Software Developer
7.34,6,1,5,6,6,3,11,5,Data Scientist
5.58,4,4,3,8,7,8,9,4,Cybersecurity Analyst
7.43,5,3,2,7,1,5,20,4,Data Scientist
5.28,9,5,1,5,8,10,5,1,Cybersecurity Analyst
8.83,10,4,3,4,5,10,8,5,Cybersecurity Analyst
7.63,3,1,10,6,9,5,5,3,Cloud Engineer
7.69,5,1,5,3,1,4,9,4,Data Scientist
5.03,4,8,5,3,9,2,20,1,Cloud Engineer
8.88,7,7,8,5,3,1,18,1,ML Engineer
6.77,5,4,8,1,6,5,3,2,Data Scientist
8.26,4,2,8,4,10,10,6,4,Cybersecurity Analyst
7.32,2,9,4,3,2,7,2,1,Data Scientist
6.04,10,10,5,2,4,2,17,5,Mobile App Developer
7.71,9,1,10,9,8,8,15,1,ML Engineer
6.04,4,6,4,8,1,3,12,2,Web Developer
9.61,6,1,6,9,1,1,18,4,Data Scientist
8.0,7,10,9,2,6,1,12,2,ML Engineer
6.52,3,4,2,5,5,8,4,3,Cybersecurity Analyst
9.62,6,2,4,5,7,9,16,2,Cybersecurity Analyst
7.04,7,6,7,9,2,1,9,2,Web Developer
5.92,8,5,7,8,9,8,11,3,Cybersecurity Analyst
9.47,1,1,9,8,4,3,17,0,Data Scientist
6.51,7,2,8,9,10,3,8,5,ML Engineer
7.17,1,5,5,1,10,10,1,2,Cybersecurity Analyst
6.2,10,3,3,5,9,6,1,1,Cloud Engineer
9.05,2,4,8,9,3,8,18,0,Cybersecurity Analyst
9.1,3,6,9,2,3,6,6,3,Data Scientist
6.44,5,10,3,8,9,3,2,4,Web Developer
9.59,10,3,5,6,8,6,0,3,Cloud Engineer
6.83,9,2,2,1,5,7,18,4,Data Scientist
6.73,8,7,6,3,4,6,18,0,Data Scientist
6.28,2,3,7,9,6,3,9,4,Data Scientist
7.65,7,7,6,1,4,3,13,5,Data Scientist
6.62,3,3,8,9,6,8,8,1,Cybersecurity Analyst
6.82,1,3,9,7,7,1,5,1,Data Scientist
6.45,2,5,10,2,3,2,18,0,Data Scientist
5.41,8,10,7,5,6,5,6,2,Data Scientist
6.73,7,5,8,7,1,1,13,5,ML Engineer
6.19,5,5,1,7,9,3,5,0,Cloud Engineer
7.71,7,8,10,2,5,8,13,3,ML Engineer
6.0,10,3,9,3,5,6,10,0,ML Engineer
6.94,2,7,10,7,6,3,6,0,Data Scientist
8.85,9,4,6,6,3,7,0,3,Software Developer
5.82,4,9,9,3,5,6,20,4,Mobile App Developer
7.63,9,9,3,7,4,3,3,5,Data Scientist
9.94,4,8,5,4,2,2,7,1,Data Scientist
6.99,8,5,3,3,6,3,12,2,Data Scientist
8.31,10,6,8,7,4,6,5,0,ML Engineer
9.89,5,5,2,5,3,4,4,2,Data Scientist
6.52,8,4,8,2,8,4,17,5,ML Engineer
9.64,1,10,8,8,7,5,19,1,Web Developer
8.19,8,6,6,9,9,10,20,3,Web Developer
7.38,6,9,9,5,6,10,2,2,Cybersecurity Analyst
8.1,5,4,7,2,6,5,16,5,Data Scientist
5.39,10,4,10,5,3,10,2,5,ML Engineer
6.82,1,10,9,8,3,7,3,1,Web Developer
9.45,2,1,3,8,1,6,10,4,Data Scientist
6.18,3,1,6,6,9,8,19,5,Cybersecurity Analyst
9.3,10,5,2,3,8,1,11,1,Cloud Engineer
5.35,1,1,1,10,10,4,0,1,Cloud Engineer
9.55,6,5,7,2,6,10,17,4,Cybersecurity Analyst
8.03,5,1,3,3,7,9,5,0,Cybersecurity Analyst
6.07,8,4,1,5,10,4,3,2,Cloud Engineer
7.29,5,5,6,6,9,1,3,4,Cloud Engineer
7.39,6,6,1,5,3,7,14,5,Data Scientist
9.03,9,8,3,10,5,9,7,3,Web Developer
8.95,3,7,2,9,1,7,8,0,Web Developer
6.46,9,3,6,4,10,3,18,3,Cloud Engineer
8.24,7,6,4,4,9,5,13,2,Cloud Engineer
9.12,10,2,6,3,4,5,11,3,Software Developer
6.76,5,3,7,1,6,2,1,5,Data Scientist
9.52,10,6,7,5,7,6,14,0,Software Developer
5.37,1,9,1,1,6,8,8,0,Cybersecurity Analyst
8.01,3,8,2,2,10,10,20,1,Cybersecurity Analyst
5.76,10,10,9,2,9,9,12,1,ML Engineer
6.39,5,7,2,1,6,7,0,1,Data Scientist
5.31,1,5,9,2,7,8,6,1,Cybersecurity Analyst
7.59,7,10,5,1,9,7,15,2,Cloud Engineer
8.73,1,1,2,6,6,8,3,3,Cybersecurity Analyst
7.36,6,8,4,4,8,9,15,3,Cybersecurity Analyst
6.5,9,5,1,8,1,1,15,1,Data Scientist
7.19,6,8,9,8,9,6,8,3,Web Developer
7.38,10,2,6,1,8,5,9,0,Cloud Engineer
6.89,1,8,9,10,10,1,7,1,Web Developer
6.53,6,5,6,7,4,2,0,4,Data Scientist
8.3,8,3,4,3,2,2,2,2,Software Developer
6.83,1,2,1,9,4,4,9,2,Data Scientist
8.11,1,5,5,2,3,7,9,5,Data Scientist
9.05,1,5,1,5,5,5,3,4,Data Scientist
7.74,4,8,8,8,6,8,14,5,Web Developer
8.17,5,1,10,6,2,7,15,2,Data Scientist
5.77,9,4,1,3,8,8,17,5,Cybersecurity Analyst
8.44,1,4,1,8,2,5,16,1,Data Scientist
9.58,6,6,7,4,8,6,1,0,Cloud Engineer
7.77,3,10,4,9,8,10,20,1,Web Developer
8.19,9,4,5,5,1,1,3,3,Software Developer
8.95,7,4,4,8,5,3,4,4,Data Scientist
8.82,7,7,8,7,1,8,2,2,ML Engineer
5.61,1,9,10,1,3,3,0,4,Data Scientist
5.59,3,6,8,2,9,2,17,4,Cloud Engineer
9.23,8,5,5,2,7,3,10,4,Software Developer
9.02,7,4,3,10,8,5,3,5,Cloud Engineer
7.2,5,5,5,2,2,6,5,4,Data Scientist
9.36,8,9,3,9,8,2,9,4,Web Developer
6.95,10,5,4,4,1,9,1,0,Cybersecurity Analyst
7.42,9,3,3,5,3,7,6,3,Data Scientist
7.82,2,10,9,4,8,3,4,4,Cloud Engineer
9.92,5,8,2,9,8,2,15,1,Web Developer
6.0,4,6,8,2,9,7,4,5,Cloud Engineer
7.97,10,4,2,2,5,8,3,4,Cybersecurity Analyst
9.6,1,3,3,5,1,9,14,5,Cybersecurity Analyst
8.33,1,10,2,9,5,5,13,2,Web Developer
6.57,1,10,10,3,6,4,18,3,Mobile App Developer
9.35,2,2,10,2,3,7,10,1,Data Scientist
5.29,7,8,2,8,6,10,3,4,Web Developer
7.48,3,6,9,10,8,3,18,1,Web Developer
9.08,2,6,8,6,3,8,3,4,Cybersecurity Analyst
9.6,1,4,1,8,9,9,2,5,Cybersecurity Analyst
9.79,9,4,10,8,10,10,0,1,ML Engineer
5.5,3,1,8,6,10,2,5,0,Cloud Engineer
6.97,5,5,7,7,8,9,2,4,Cybersecurity Analyst
6.95,10,10,6,8,7,9,1,3,Web Developer
9.0,7,6,9,3,4,5,17,0,ML Engineer
7.64,4,5,8,10,4,4,7,0,Data Scientist
8.65,3,2,8,6,2,5,20,2,Data Scientist
7.48,1,7,1,6,9,8,12,0,Cybersecurity Analyst
5.29,1,1,8,6,10,6,15,0,Cloud Engineer
6.05,3,10,7,2,9,4,19,3,Cloud Engineer
6.33,3,10,3,5,2,5,14,0,Mobile App Developer
5.01,4,6,6,8,10,7,5,1,Web Developer
9.62,2,5,2,7,2,8,14,2,Cybersecurity Analyst
6.38,4,4,7,1,8,6,5,2,Cloud Engineer
9.1,2,9,8,5,5,7,3,3,Data Scientist
6.93,9,2,5,8,6,9,18,0,Cybersecurity Analyst
6.48,4,3,1,9,6,3,13,4,Data Scientist
5.78,7,1,7,4,6,4,8,0,Data Scientist
6.94,7,2,9,1,3,2,1,2,ML Engineer
5.77,8,8,7,2,8,6,18,0,Cloud Engineer
7.76,10,2,6,9,8,6,4,4,Cloud Engineer
9.36,3,1,1,9,4,6,13,2,Data Scientist
6.14,10,2,4,1,2,4,7,1,Data Scientist
9.96,10,5,2,9,7,6,15,3,Software Developer
9.55,1,2,7,3,2,10,4,0,Cybersecurity Analyst
9.55,7,7,9,7,1,4,20,2,ML Engineer
7.58,7,4,7,1,1,5,16,5,Data Scientist
7.47,6,3,5,7,8,1,20,2,Cloud Engineer
9.65,8,8,6,3,9,4,11,0,Cloud Engineer
9.63,8,1,6,5,3,3,11,2,Software Developer
7.69,6,10,7,1,10,6,15,1,Cloud Engineer
5.49,8,7,4,2,1,5,5,2,Data Scientist
7.73,8,8,4,10,1,8,7,4,Web Developer
7.37,2,1,4,3,5,9,0,5,Cybersecurity Analyst
7.56,7,5,5,6,8,3,16,3,Cloud Engineer
9.86,1,1,10,6,2,7,20,4,Data Scientist
8.78,10,10,1,2,7,8,16,0,Cybersecurity Analyst
6.0,4,1,7,7,1,3,12,5,Data Scientist
6.78,1,8,4,8,8,9,20,4,Web Developer
5.13,6,6,2,7,6,10,3,4,Cybersecurity Analyst
7.14,4,1,8,4,5,10,9,0,Cybersecurity Analyst
6.33,3,1,1,4,5,1,20,1,Data Scientist
7.02,7,8,2,5,9,2,17,1,Cloud Engineer
7.52,8,4,5,9,5,2,18,2,Data Scientist
9.13,9,5,3,2,3,6,19,4,Software Developer
7.99,1,10,10,6,9,7,16,3,Cloud Engineer
5.89,8,5,3,7,6,9,10,0,Cybersecurity Analyst
9.2,8,4,8,8,3,6,6,2,ML Engineer
5.55,10,5,5,1,4,7,12,4,Data Scientist
7.33,7,10,6,2,5,2,8,3,Data Scientist
6.28,3,6,2,2,5,10,19,0,Cybersecurity Analyst
6.24,5,6,5,9,8,6,18,4,Web Developer
7.98,7,4,3,7,9,9,17,2,Cybersecurity Analyst
9.55,4,9,8,2,1,8,10,0,Cybersecurity Analyst
5.27,9,8,6,10,3,7,3,3,Web Developer
6.38,4,10,4,6,9,8,17,4,Cybersecurity Analyst
9.92,7,1,4,5,9,9,5,1,Cybersecurity Analyst
9.03,8,2,4,7,4,1,12,1,Software Developer
5.32,7,2,5,4,4,1,5,1,Data Scientist
7.93,4,9,8,9,4,5,6,4,Web Developer
9.75,3,1,5,6,1,8,17,0,Cybersecurity Analyst
8.81,8,10,10,7,10,10,17,2,ML Engineer
7.64,8,5,10,3,9,4,8,5,ML Engineer
6.35,4,8,4,7,8,10,12,1,Cybersecurity Analyst
9.99,8,9,9,4,4,8,10,2,ML Engineer
7.76,9,1,3,2,6,2,11,5,Data Scientist
8.62,1,6,5,1,10,8,10,5,Cybersecurity Analyst
7.13,10,8,1,1,5,2,17,5,Mobile App Developer
7.71,7,10,9,10,10,9,10,0,ML Engineer
5.87,3,9,5,3,6,8,11,5,Cybersecurity Analyst
9.43,8,5,1,4,2,9,4,4,Cybersecurity Analyst
7.93,7,4,4,6,1,2,4,4,Data Scientist
9.4,5,1,2,3,3,1,10,1,Data Scientist
7.22,3,9,7,10,3,6,4,1,Web Developer
6.91,7,5,7,10,3,8,20,4,Cybersecurity Analyst
9.63,4,8,10,9,9,9,5,3,Web Developer
6.82,3,1,8,3,8,5,7,4,Cloud Engineer
7.79,4,10,7,1,4,10,0,4,Cybersecurity Analyst
5.98,5,7,10,1,5,7,12,1,Data Scientist
6.17,7,8,7,7,3,10,14,0,Cybersecurity Analyst
5.12,10,4,6,4,1,7,10,5,Data Scientist
9.56,10,10,4,2,5,8,5,5,Cybersecurity Analyst
8.42,1,3,6,6,7,1,3,2,Data Scientist
6.63,5,5,1,3,3,10,0,4,Cybersecurity Analyst
9.77,9,10,1,6,7,10,12,0,Cybersecurity Analyst
9.85,9,8,2,8,9,10,13,1,Web Developer
6.55,2,10,10,4,8,8,8,2,Cybersecurity Analyst
5.95,8,6,10,5,2,3,0,4,ML Engineer
7.82,1,10,2,9,5,7,11,3,Web Developer
9.22,2,4,3,10,10,3,9,2,Cloud Engineer
5.76,8,8,8,5,6,2,8,3,ML Engineer
8.36,1,1,10,5,6,6,14,4,Data Scientist
5.2,3,7,5,4,6,10,19,1,Cybersecurity Analyst
9.0,5,8,8,7,8,2,4,0,Cloud Engineer
9.44,6,9,1,4,10,4,10,3,Cloud Engineer
8.56,8,1,6,1,7,9,15,3,Cybersecurity Analyst
8.75,8,7,8,8,9,6,14,3,ML Engineer
8.78,10,3,5,7,5,8,11,0,Cybersecurity Analyst
8.69,9,2,4,8,3,4,6,1,Software Developer
7.85,5,8,1,7,3,6,8,2,Data Scientist
7.05,3,4,3,4,10,8,2,3,Cybersecurity Analyst
5.04,9,5,9,3,1,8,3,4,ML Engineer
7.65,3,7,7,8,9,1,10,4,Web Developer
9.04,7,7,10,5,3,1,2,0,ML Engineer
5.78,6,6,4,9,3,6,8,3,Web Developer
8.85,2,4,3,7,3,7,18,1,Data Scientist
9.76,4,5,10,2,6,5,17,5,Data Scientist
8.01,2,7,6,5,6,9,7,5,Cybersecurity Analyst
9.45,6,7,5,2,9,6,1,5,Cloud Engineer
9.01,6,8,3,9,5,4,11,4,Web Developer
9.03,4,8,10,8,10,8,14,2,Web Developer
8.53,4,8,9,4,8,4,15,0,Cloud Engineer
6.31,9,7,4,10,1,7,19,2,Web Developer
7.26,7,7,8,9,4,9,3,5,ML Engineer
9.52,3,7,6,4,6,9,4,2,Cybersecurity Analyst
8.57,8,1,1,2,9,9,10,1,Cybersecurity Analyst
5.01,4,4,6,7,3,5,2,1,Data Scientist
9.61,3,10,10,10,2,10,16,2,Web Developer
7.03,5,7,10,6,5,6,14,1,Data Scientist
6.56,8,9,1,9,9,4,11,2,Web Developer
7.21,4,10,2,4,6,3,1,4,Data Scientist
6.02,6,1,2,10,9,8,1,5,Cybersecurity Analyst
9.53,7,5,7,5,10,1,4,1,Cloud Engineer
5.64,8,5,6,2,6,5,9,2,Data Scientist
8.88,4,8,2,6,4,8,17,2,Cybersecurity Analyst
8.77,9,2,9,6,1,5,3,4,ML Engineer
8.37,3,3,5,6,4,4,3,3,Data Scientist
8.86,2,5,2,4,10,8,4,3,Cybersecurity Analyst
8.78,10,3,1,4,3,4,14,2,Software Developer
